_id,EOD_TIMESTAMP,EOD_INDEX_NAME,EOD_OPEN_INDEX_VAL,EOD_CLOSE_INDEX_VAL,EOD_HIGH_INDEX_VAL,EOD_LOW_INDEX_VAL,EOD_PREV_CLOSE,TIMESTAMP,VIX_PTS_CHG,VIX_PERC_CHG,ALTERNATE_INDEX_NAME,createdAt,updatedAt,__v
64996ba9583df60007d9b8dd,17-JAN-2013,INDIA VIX,13.99,14.01,14.25,13.66,13.99,2013-01-16T18:30:00.000Z,0.019999999999999574,0.14295925661186257,INDIA VIX,2023-06-26T10:42:49.366Z,2023-06-26T10:42:49.366Z,0
64996bb3713d960006388884,18-JAN-2013,INDIA VIX,14.01,13.89,14.26,13.25,14.01,2013-01-17T18:30:00.000Z,-0.11999999999999922,-0.8565310492505298,INDIA VIX,2023-06-26T10:42:59.410Z,2023-06-26T10:42:59.410Z,0
64996bbd81a8e90007086982,21-JAN-2013,INDIA VIX,13.89,13.66,14.39,13.63,13.89,2013-01-20T18:30:00.000Z,-0.23000000000000043,-1.6558675305975552,INDIA VIX,2023-06-26T10:43:09.450Z,2023-06-26T10:43:09.450Z,0
64996bc7713d9600063888a5,22-JAN-2013,INDIA VIX,13.66,13.89,14.06,12.9,13.66,2013-01-21T18:30:00.000Z,0.23000000000000043,1.683748169838949,INDIA VIX,2023-06-26T10:43:19.489Z,2023-06-26T10:43:19.489Z,0
64996bd1d63e1500078314e0,23-JAN-2013,INDIA VIX,13.89,13.67,14.28,13.13,13.89,2013-01-22T18:30:00.000Z,-0.22000000000000064,-1.5838732901367936,INDIA VIX,2023-06-26T10:43:29.545Z,2023-06-26T10:43:29.545Z,0
64996bdb5baeaf0007beda36,24-JAN-2013,INDIA VIX,13.67,14.46,14.55,12.84,13.67,2013-01-23T18:30:00.000Z,0.7900000000000009,5.779078273591813,INDIA VIX,2023-06-26T10:43:39.588Z,2023-06-26T10:43:39.588Z,0
64996be57f069a00076e061a,25-JAN-2013,INDIA VIX,14.46,14.77,14.98,14.32,14.46,2013-01-24T18:30:00.000Z,0.3099999999999987,2.1438450899031722,INDIA VIX,2023-06-26T10:43:49.643Z,2023-06-26T10:43:49.643Z,0
64996bef583df60007d9b8fe,28-JAN-2013,INDIA VIX,14.77,15.17,15.49,14.41,14.77,2013-01-27T18:30:00.000Z,0.40000000000000036,2.708192281652,INDIA VIX,2023-06-26T10:43:59.682Z,2023-06-26T10:43:59.682Z,0
64996bfa0292910007ab4079,29-JAN-2013,INDIA VIX,15.17,14.47,15.28,14.28,15.17,2013-01-28T18:30:00.000Z,-0.6999999999999993,-4.614370468029,INDIA VIX,2023-06-26T10:44:10.078Z,2023-06-26T10:44:10.078Z,0
64996c043c4faf0007f069e6,30-JAN-2013,INDIA VIX,14.47,14.38,14.68,14.05,14.47,2013-01-29T18:30:00.000Z,-0.08999999999999986,-0.6219765031098815,INDIA VIX,2023-06-26T10:44:20.149Z,2023-06-26T10:44:20.149Z,0
64996c0ee0c79a0007b9794a,31-JAN-2013,INDIA VIX,14.38,14.13,14.54,13.65,14.38,2013-01-30T18:30:00.000Z,-0.25,-1.7385257301808066,INDIA VIX,2023-06-26T10:44:30.235Z,2023-06-26T10:44:30.235Z,0
64996c18d63e150007831501,01-FEB-2013,INDIA VIX,14.13,13.76,14.18,13.76,14.13,2013-01-31T18:30:00.000Z,-0.370000000000001,-2.6185421089879757,INDIA VIX,2023-06-26T10:44:40.284Z,2023-06-26T10:44:40.284Z,0
64996c220292910007ab409a,04-FEB-2013,INDIA VIX,13.76,14.34,14.62,13.51,13.76,2013-02-03T18:30:00.000Z,0.5800000000000001,4.215116279069768,INDIA VIX,2023-06-26T10:44:50.326Z,2023-06-26T10:44:50.326Z,0
64996c2c3c4faf0007f06a07,05-FEB-2013,INDIA VIX,14.34,14.61,14.83,14.11,14.34,2013-02-04T18:30:00.000Z,0.2699999999999996,1.8828451882845159,INDIA VIX,2023-06-26T10:45:00.365Z,2023-06-26T10:45:00.365Z,0
64996c36f4931e00079212b0,06-FEB-2013,INDIA VIX,14.61,14.26,14.61,14.1,14.61,2013-02-05T18:30:00.000Z,-0.34999999999999964,-2.3956194387405865,INDIA VIX,2023-06-26T10:45:10.418Z,2023-06-26T10:45:10.418Z,0
64996c405eac8b00071e95a7,07-FEB-2013,INDIA VIX,14.26,14.89,14.89,13.56,14.26,2013-02-06T18:30:00.000Z,0.6300000000000008,4.417952314165503,INDIA VIX,2023-06-26T10:45:20.469Z,2023-06-26T10:45:20.469Z,0
64996c4a14afed00075583f3,08-FEB-2013,INDIA VIX,14.89,15.16,15.22,13.75,14.89,2013-02-07T18:30:00.000Z,0.2699999999999996,1.8132975151108097,INDIA VIX,2023-06-26T10:45:30.519Z,2023-06-26T10:45:30.519Z,0
64996c547f346a00085d3b44,11-FEB-2013,INDIA VIX,15.16,15.65,15.74,14.96,15.16,2013-02-10T18:30:00.000Z,0.4900000000000002,3.232189973614777,INDIA VIX,2023-06-26T10:45:40.565Z,2023-06-26T10:45:40.565Z,0
64996c5e1c3e2000078533aa,12-FEB-2013,INDIA VIX,15.65,15.31,15.71,14.98,15.65,2013-02-11T18:30:00.000Z,-0.33999999999999986,-2.172523961661341,INDIA VIX,2023-06-26T10:45:50.617Z,2023-06-26T10:45:50.617Z,0
64996c68a23ed6000770e045,13-FEB-2013,INDIA VIX,15.31,15.14,15.31,14.47,15.31,2013-02-12T18:30:00.000Z,-0.16999999999999993,-1.1103853690398429,INDIA VIX,2023-06-26T10:46:00.657Z,2023-06-26T10:46:00.657Z,0
64996c730aad390007df41c4,14-FEB-2013,INDIA VIX,15.14,15.09,15.52,14.67,15.14,2013-02-13T18:30:00.000Z,-0.05000000000000071,-0.330250990752977,INDIA VIX,2023-06-26T10:46:11.064Z,2023-06-26T10:46:11.064Z,0
64996c7d20257400068ac817,15-FEB-2013,INDIA VIX,15.09,15.24,15.49,14.13,15.09,2013-02-14T18:30:00.000Z,0.15000000000000036,0.9940357852882726,INDIA VIX,2023-06-26T10:46:21.206Z,2023-06-26T10:46:21.206Z,0
64996c87c639690007a945e3,18-FEB-2013,INDIA VIX,15.24,16.29,16.61,15.24,15.24,2013-02-17T18:30:00.000Z,1.049999999999999,6.889763779527552,INDIA VIX,2023-06-26T10:46:31.246Z,2023-06-26T10:46:31.246Z,0
64996c910aad390007df41e5,19-FEB-2013,INDIA VIX,16.29,15.81,16.5,15.48,16.29,2013-02-18T18:30:00.000Z,-0.47999999999999865,-2.946593001841612,INDIA VIX,2023-06-26T10:46:41.294Z,2023-06-26T10:46:41.294Z,0
64996c9b651b8f0006a1f2d2,20-FEB-2013,INDIA VIX,15.81,15.6,16.01,14.88,15.81,2013-02-19T18:30:00.000Z,-0.21000000000000085,-1.328273244781789,INDIA VIX,2023-06-26T10:46:51.350Z,2023-06-26T10:46:51.350Z,0
64996ca55baeaf0007beda57,21-FEB-2013,INDIA VIX,15.6,16.94,17.25,15.25,15.6,2013-02-20T18:30:00.000Z,1.3400000000000016,8.5897435897436,INDIA VIX,2023-06-26T10:47:01.388Z,2023-06-26T10:47:01.388Z,0
64996caf0292910007ab40bb,22-FEB-2013,INDIA VIX,16.94,16.79,17.29,16.36,16.94,2013-02-21T18:30:00.000Z,-0.15000000000000213,-0.8854781582054435,INDIA VIX,2023-06-26T10:47:11.442Z,2023-06-26T10:47:11.442Z,0
64996cb9fe0f1b00075a4f69,25-FEB-2013,INDIA VIX,16.79,16.73,17.33,16.61,16.79,2013-02-24T18:30:00.000Z,-0.05999999999999872,-0.3573555687909394,INDIA VIX,2023-06-26T10:47:21.482Z,2023-06-26T10:47:21.482Z,0
64996cc30aad390007df4206,26-FEB-2013,INDIA VIX,16.73,17.36,17.6,16.47,16.73,2013-02-25T18:30:00.000Z,0.629999999999999,3.7656903765690317,INDIA VIX,2023-06-26T10:47:31.522Z,2023-06-26T10:47:31.522Z,0
64996ccdc504a400073793f6,27-FEB-2013,INDIA VIX,17.36,16.23,17.36,16.11,17.36,2013-02-26T18:30:00.000Z,-1.129999999999999,-6.509216589861746,INDIA VIX,2023-06-26T10:47:41.563Z,2023-06-26T10:47:41.563Z,0
64996cd75eac8b00071e95c8,28-FEB-2013,INDIA VIX,16.23,14.86,16.23,14.59,16.23,2013-02-27T18:30:00.000Z,-1.370000000000001,-8.441158348736913,INDIA VIX,2023-06-26T10:47:51.624Z,2023-06-26T10:47:51.624Z,0
64996ce17f069a00076e063b,01-MAR-2013,INDIA VIX,14.86,14.06,15.09,13.93,14.86,2013-02-28T18:30:00.000Z,-0.7999999999999989,-5.383580080753695,INDIA VIX,2023-06-26T10:48:01.665Z,2023-06-26T10:48:01.665Z,0
64996ceb0292910007ab40dc,04-MAR-2013,INDIA VIX,14.06,13.67,14.51,13.67,14.06,2013-03-03T18:30:00.000Z,-0.39000000000000057,-2.7738264580369885,INDIA VIX,2023-06-26T10:48:11.918Z,2023-06-26T10:48:11.918Z,0
64996cf67cc64d0007b8c03c,05-MAR-2013,INDIA VIX,13.67,13.39,13.74,13.22,13.67,2013-03-04T18:30:00.000Z,-0.27999999999999936,-2.0482809070958257,INDIA VIX,2023-06-26T10:48:22.030Z,2023-06-26T10:48:22.030Z,0
64996d00b99c430007451952,06-MAR-2013,INDIA VIX,13.39,13.4,13.6,12.9,13.39,2013-03-05T18:30:00.000Z,0.009999999999999787,0.07468259895444201,INDIA VIX,2023-06-26T10:48:32.078Z,2023-06-26T10:48:32.078Z,0
64996d0a2b7fc40007801b33,07-MAR-2013,INDIA VIX,13.4,13.07,13.62,12.83,13.4,2013-03-06T18:30:00.000Z,-0.33000000000000007,-2.4626865671641793,INDIA VIX,2023-06-26T10:48:42.137Z,2023-06-26T10:48:42.137Z,0
64996d14a23ed6000770e066,08-MAR-2013,INDIA VIX,12.85,13.34,13.58,12.85,13.07,2013-03-07T18:30:00.000Z,0.2699999999999996,2.065799540933432,INDIA VIX,2023-06-26T10:48:52.308Z,2023-06-26T10:48:52.308Z,0
64996d1ef4931e00079212d1,11-MAR-2013,INDIA VIX,13.34,14.25,14.32,13.12,13.34,2013-03-10T18:30:00.000Z,0.9100000000000001,6.821589205397302,INDIA VIX,2023-06-26T10:49:02.347Z,2023-06-26T10:49:02.347Z,0
64996d280aad390007df4227,12-MAR-2013,INDIA VIX,14.25,15.13,15.67,13.7,14.25,2013-03-11T18:30:00.000Z,0.8800000000000008,6.175438596491233,INDIA VIX,2023-06-26T10:49:12.399Z,2023-06-26T10:49:12.399Z,0
64996d32e0c79a0007b9796b,13-MAR-2013,INDIA VIX,15.13,16.2,16.43,14.69,15.13,2013-03-12T18:30:00.000Z,1.0699999999999985,7.072042300066084,INDIA VIX,2023-06-26T10:49:22.443Z,2023-06-26T10:49:22.443Z,0
64996d3cc639690007a94604,14-MAR-2013,INDIA VIX,16.2,14.66,17.16,14.58,16.2,2013-03-13T18:30:00.000Z,-1.5399999999999991,-9.506172839506167,INDIA VIX,2023-06-26T10:49:32.490Z,2023-06-26T10:49:32.490Z,0
64996d465a078e000794f648,15-MAR-2013,INDIA VIX,14.66,15.16,15.29,14.19,14.66,2013-03-14T18:30:00.000Z,0.5,3.4106412005457027,INDIA VIX,2023-06-26T10:49:42.535Z,2023-06-26T10:49:42.535Z,0
64996d505eac8b00071e95e9,18-MAR-2013,INDIA VIX,15.16,15.85,16.59,15.16,15.16,2013-03-17T18:30:00.000Z,0.6899999999999995,4.551451187335089,INDIA VIX,2023-06-26T10:49:52.580Z,2023-06-26T10:49:52.580Z,0
64996d5a20257400068ac838,19-MAR-2013,INDIA VIX,15.85,16.71,17.84,14.83,15.85,2013-03-18T18:30:00.000Z,0.8600000000000012,5.4258675078864425,INDIA VIX,2023-06-26T10:50:02.734Z,2023-06-26T10:50:02.734Z,0
64996d64b99c430007451973,20-MAR-2013,INDIA VIX,16.71,16.66,17.44,16.17,16.71,2013-03-19T18:30:00.000Z,-0.05000000000000071,-0.29922202274087795,INDIA VIX,2023-06-26T10:50:12.881Z,2023-06-26T10:50:12.881Z,0
64996d6e81a8e900070869a3,21-MAR-2013,INDIA VIX,16.66,16.51,17.24,15.9,16.66,2013-03-20T18:30:00.000Z,-0.14999999999999858,-0.9003601440576146,INDIA VIX,2023-06-26T10:50:22.927Z,2023-06-26T10:50:22.927Z,0
64996d780292910007ab40fd,22-MAR-2013,INDIA VIX,16.51,15.54,16.51,15.45,16.51,2013-03-21T18:30:00.000Z,-0.9700000000000024,-5.875227135069669,INDIA VIX,2023-06-26T10:50:32.987Z,2023-06-26T10:50:32.987Z,0
64996d830292910007ab411e,25-MAR-2013,INDIA VIX,15.54,16.36,16.36,14.92,15.54,2013-03-24T18:30:00.000Z,0.8200000000000003,5.276705276705279,INDIA VIX,2023-06-26T10:50:43.024Z,2023-06-26T10:50:43.024Z,0
64996d8d20257400068ac8b6,26-MAR-2013,INDIA VIX,16.36,15.8,16.84,15.64,16.36,2013-03-25T18:30:00.000Z,-0.5599999999999987,-3.422982885085567,INDIA VIX,2023-06-26T10:50:53.079Z,2023-06-26T10:50:53.079Z,0
64996d975baeaf0007beda7d,28-MAR-2013,INDIA VIX,15.8,15.22,16.2,15.22,15.8,2013-03-27T18:30:00.000Z,-0.5800000000000001,-3.670886075949367,INDIA VIX,2023-06-26T10:51:03.129Z,2023-06-26T10:51:03.129Z,0
64996da15baeaf0007beda9d,01-APR-2013,INDIA VIX,15.22,14.85,15.85,14.8,15.22,2013-03-31T18:30:00.000Z,-0.370000000000001,-2.4310118265440277,INDIA VIX,2023-06-26T10:51:13.180Z,2023-06-26T10:51:13.180Z,0
64996dab1c3e2000078533ca,02-APR-2013,INDIA VIX,14.85,14.1,15.09,14.1,14.85,2013-04-01T18:30:00.000Z,-0.75,-5.05050505050505,INDIA VIX,2023-06-26T10:51:23.227Z,2023-06-26T10:51:23.227Z,0
64996db55eac8b00071e9609,03-APR-2013,INDIA VIX,14.1,14.87,15.06,13.84,14.1,2013-04-02T18:30:00.000Z,0.7699999999999996,5.460992907801415,INDIA VIX,2023-06-26T10:51:33.267Z,2023-06-26T10:51:33.267Z,0
64996dbf81a8e900070869c3,04-APR-2013,INDIA VIX,14.87,15.85,16.08,14.8,14.87,2013-04-03T18:30:00.000Z,0.9800000000000004,6.590450571620717,INDIA VIX,2023-06-26T10:51:43.326Z,2023-06-26T10:51:43.326Z,0
64996dc9fe0f1b00075a4fac,05-APR-2013,INDIA VIX,15.85,16.16,16.47,15.23,15.85,2013-04-04T18:30:00.000Z,0.3100000000000005,1.9558359621451133,INDIA VIX,2023-06-26T10:51:53.358Z,2023-06-26T10:51:53.358Z,0
64996dd320257400068ac8d6,08-APR-2013,INDIA VIX,15.67,16.77,16.96,15.67,16.16,2013-04-07T18:30:00.000Z,0.6099999999999994,3.774752475247521,INDIA VIX,2023-06-26T10:52:03.448Z,2023-06-26T10:52:03.448Z,0
64996ddd5a078e000794f668,09-APR-2013,INDIA VIX,15.82,16.82,17.26,15.82,16.77,2013-04-08T18:30:00.000Z,0.05000000000000071,0.2981514609421629,INDIA VIX,2023-06-26T10:52:13.513Z,2023-06-26T10:52:13.513Z,0
64996de7e0c79a0007b9798b,10-APR-2013,INDIA VIX,16.82,16.49,17.43,16.03,16.82,2013-04-09T18:30:00.000Z,-0.33000000000000185,-1.961950059453043,INDIA VIX,2023-06-26T10:52:23.572Z,2023-06-26T10:52:23.572Z,0
64996df15f8da90007765e3f,11-APR-2013,INDIA VIX,16.49,16.97,17.59,15.99,16.49,2013-04-10T18:30:00.000Z,0.4800000000000004,2.9108550636749575,INDIA VIX,2023-06-26T10:52:33.609Z,2023-06-26T10:52:33.609Z,0
64996dfbb99c430007451993,12-APR-2013,INDIA VIX,16.97,16.45,17.26,16.33,16.97,2013-04-11T18:30:00.000Z,-0.5199999999999996,-3.0642309958750715,INDIA VIX,2023-06-26T10:52:43.660Z,2023-06-26T10:52:43.660Z,0
64996e05fe0f1b00075a4fcc,15-APR-2013,INDIA VIX,16.45,16.61,17.07,16.24,16.45,2013-04-14T18:30:00.000Z,0.16000000000000014,0.972644376899697,INDIA VIX,2023-06-26T10:52:53.706Z,2023-06-26T10:52:53.706Z,0
64996e0f5f8da90007765e5f,16-APR-2013,INDIA VIX,16.61,16.25,16.8,16.04,16.61,2013-04-15T18:30:00.000Z,-0.35999999999999943,-2.16736905478627,INDIA VIX,2023-06-26T10:53:03.770Z,2023-06-26T10:53:03.770Z,0
64996e191c3e2000078533ea,17-APR-2013,INDIA VIX,16.25,16.36,16.58,15.76,16.25,2013-04-16T18:30:00.000Z,0.10999999999999943,0.6769230769230734,INDIA VIX,2023-06-26T10:53:13.824Z,2023-06-26T10:53:13.824Z,0
64996e23fe0f1b00075a4fec,18-APR-2013,INDIA VIX,16.36,15.36,16.49,15.21,16.36,2013-04-17T18:30:00.000Z,-1,-6.112469437652813,INDIA VIX,2023-06-26T10:53:23.875Z,2023-06-26T10:53:23.875Z,0
64996e2d14afed0007558413,22-APR-2013,INDIA VIX,15.36,16.22,17.25,15.36,15.36,2013-04-21T18:30:00.000Z,0.8599999999999994,5.59895833333333,INDIA VIX,2023-06-26T10:53:33.925Z,2023-06-26T10:53:33.925Z,0
64996e370aad390007df4247,23-APR-2013,INDIA VIX,16.22,15.07,16.45,14.63,16.22,2013-04-22T18:30:00.000Z,-1.1499999999999986,-7.090012330456219,INDIA VIX,2023-06-26T10:53:43.971Z,2023-06-26T10:53:43.971Z,0
64996e425baeaf0007bedabd,25-APR-2013,INDIA VIX,15.07,14.2,15.58,13.87,15.07,2013-04-24T18:30:00.000Z,-0.870000000000001,-5.773059057730597,INDIA VIX,2023-06-26T10:53:54.026Z,2023-06-26T10:53:54.026Z,0
64996e4ca23ed6000770e086,26-APR-2013,INDIA VIX,14.6,13.88,14.6,13.84,14.2,2013-04-25T18:30:00.000Z,-0.3199999999999985,-2.2535211267605533,INDIA VIX,2023-06-26T10:54:04.108Z,2023-06-26T10:54:04.108Z,0
64996e56b99c4300074519b3,29-APR-2013,INDIA VIX,13.88,14.33,14.72,13.88,13.88,2013-04-28T18:30:00.000Z,0.4499999999999993,3.242074927953885,INDIA VIX,2023-06-26T10:54:14.253Z,2023-06-26T10:54:14.253Z,0
64996e6020257400068ac8f6,30-APR-2013,INDIA VIX,14.33,15.1,15.64,13.81,14.33,2013-04-29T18:30:00.000Z,0.7699999999999996,5.373342637822747,INDIA VIX,2023-06-26T10:54:24.298Z,2023-06-26T10:54:24.298Z,0
64996e6a583df60007d9b91e,02-MAY-2013,INDIA VIX,15.1,16.28,16.73,15.1,15.1,2013-05-01T18:30:00.000Z,1.1800000000000015,7.814569536423852,INDIA VIX,2023-06-26T10:54:34.345Z,2023-06-26T10:54:34.345Z,0
64996e74fe0f1b00075a500c,03-MAY-2013,INDIA VIX,16.28,15.55,16.55,15.43,16.28,2013-05-02T18:30:00.000Z,-0.7300000000000004,-4.484029484029486,INDIA VIX,2023-06-26T10:54:44.402Z,2023-06-26T10:54:44.402Z,0
64996e7e7f346a00085d3b64,06-MAY-2013,INDIA VIX,15.55,15.84,16.59,15.53,15.55,2013-05-05T18:30:00.000Z,0.28999999999999915,1.8649517684887404,INDIA VIX,2023-06-26T10:54:54.468Z,2023-06-26T10:54:54.468Z,0
64996e88c639690007a94624,07-MAY-2013,INDIA VIX,15.84,16.5,16.53,15.56,15.84,2013-05-06T18:30:00.000Z,0.6600000000000001,4.166666666666668,INDIA VIX,2023-06-26T10:55:04.516Z,2023-06-26T10:55:04.516Z,0
64996e927cc64d0007b8c05c,08-MAY-2013,INDIA VIX,16.5,16.76,17.22,16.01,16.5,2013-05-07T18:30:00.000Z,0.26000000000000156,1.5757575757575852,INDIA VIX,2023-06-26T10:55:14.566Z,2023-06-26T10:55:14.566Z,0
64996e9c0aad390007df4267,09-MAY-2013,INDIA VIX,16.76,16.6,17.15,16.53,16.76,2013-05-08T18:30:00.000Z,-0.16000000000000014,-0.9546539379474948,INDIA VIX,2023-06-26T10:55:24.605Z,2023-06-26T10:55:24.605Z,0
64996ea67cc64d0007b8c07c,10-MAY-2013,INDIA VIX,16.6,16.86,17.13,16.4,16.6,2013-05-09T18:30:00.000Z,0.259999999999998,1.5662650602409518,INDIA VIX,2023-06-26T10:55:34.654Z,2023-06-26T10:55:34.654Z,0
64996eb07f346a00085d3b84,11-MAY-2013,INDIA VIX,16.86,16.84,16.89,15.85,16.86,2013-05-10T18:30:00.000Z,-0.019999999999999574,-0.11862396204032961,INDIA VIX,2023-06-26T10:55:44.691Z,2023-06-26T10:55:44.691Z,0
64996ebac504a40007379416,13-MAY-2013,INDIA VIX,16.84,17.51,17.79,16.77,16.84,2013-05-12T18:30:00.000Z,0.6700000000000017,3.9786223277909842,INDIA VIX,2023-06-26T10:55:54.738Z,2023-06-26T10:55:54.738Z,0
64996ec4e0c79a0007b979ab,14-MAY-2013,INDIA VIX,16.53,17.17,17.7,16.53,17.51,2013-05-13T18:30:00.000Z,-0.33999999999999986,-1.9417475728155331,INDIA VIX,2023-06-26T10:56:04.810Z,2023-06-26T10:56:04.810Z,0
64996ece5baeaf0007bedadd,15-MAY-2013,INDIA VIX,17.17,18.13,18.16,16.54,17.17,2013-05-14T18:30:00.000Z,0.9599999999999973,5.591147350029104,INDIA VIX,2023-06-26T10:56:14.872Z,2023-06-26T10:56:14.872Z,0
64996ed87f069a00076e065b,16-MAY-2013,INDIA VIX,18.13,17.74,18.52,17.46,18.13,2013-05-15T18:30:00.000Z,-0.39000000000000057,-2.151130722559297,INDIA VIX,2023-06-26T10:56:24.921Z,2023-06-26T10:56:24.921Z,0
64996ee25baeaf0007bedafd,17-MAY-2013,INDIA VIX,17.74,17.57,17.83,16.76,17.74,2013-05-16T18:30:00.000Z,-0.16999999999999815,-0.9582863585118274,INDIA VIX,2023-06-26T10:56:34.965Z,2023-06-26T10:56:34.965Z,0
64996eed3c4faf0007f06a27,20-MAY-2013,INDIA VIX,17.57,17.71,17.99,17.3,17.57,2013-05-19T18:30:00.000Z,0.14000000000000057,0.7968127490039874,INDIA VIX,2023-06-26T10:56:45.011Z,2023-06-26T10:56:45.011Z,0
64996ef7c639690007a94644,21-MAY-2013,INDIA VIX,16.99,17.88,18.22,16.99,17.71,2013-05-20T18:30:00.000Z,0.16999999999999815,0.959909655561819,INDIA VIX,2023-06-26T10:56:55.055Z,2023-06-26T10:56:55.055Z,0
64996f011c3e20000785340a,22-MAY-2013,INDIA VIX,17.88,17.72,18.03,16.95,17.88,2013-05-21T18:30:00.000Z,-0.16000000000000014,-0.8948545861297548,INDIA VIX,2023-06-26T10:57:05.110Z,2023-06-26T10:57:05.110Z,0
64996f0be0c79a0007b979cb,23-MAY-2013,INDIA VIX,17.72,18.73,19.36,16.96,17.72,2013-05-22T18:30:00.000Z,1.0100000000000016,5.699774266365697,INDIA VIX,2023-06-26T10:57:15.160Z,2023-06-26T10:57:15.160Z,0
64996f1550638400061d2528,24-MAY-2013,INDIA VIX,18.73,17.7,18.8,17.61,18.73,2013-05-23T18:30:00.000Z,-1.0300000000000011,-5.499199145755478,INDIA VIX,2023-06-26T10:57:25.209Z,2023-06-26T10:57:25.209Z,0
64996f1f7f346a00085d3ba4,27-MAY-2013,INDIA VIX,17.7,17.03,18.04,16.68,17.7,2013-05-26T18:30:00.000Z,-0.6699999999999982,-3.7853107344632666,INDIA VIX,2023-06-26T10:57:35.250Z,2023-06-26T10:57:35.250Z,0
64996f2920257400068ac916,28-MAY-2013,INDIA VIX,17.03,17.12,17.62,16.63,17.03,2013-05-27T18:30:00.000Z,0.08999999999999986,0.528479154433352,INDIA VIX,2023-06-26T10:57:45.297Z,2023-06-26T10:57:45.297Z,0
64996f333c4faf0007f06a47,29-MAY-2013,INDIA VIX,16.79,17.86,17.87,16.79,17.12,2013-05-28T18:30:00.000Z,0.7399999999999984,4.322429906542046,INDIA VIX,2023-06-26T10:57:55.352Z,2023-06-26T10:57:55.352Z,0
64996f3d7cc64d0007b8c09c,30-MAY-2013,INDIA VIX,17.86,16.04,17.86,15.84,17.86,2013-05-29T18:30:00.000Z,-1.8200000000000003,-10.190369540873462,INDIA VIX,2023-06-26T10:58:05.414Z,2023-06-26T10:58:05.414Z,0
